C A Farley (Hudson, MA)
Crestview Elementary School (Ashland, OH)
Crestview High School (Ashland, OH)
Crestview High School (Columbiana, OH)
Crestview High School (Convoy, OH)
Crestview High School (Crestview, FL)
Crestview Mennonite School (London, KY)
Crestview Middle School (Ashland, OH)
Crestview Middle School (Columbiana, OH)
Crestview Middle School (Covington, TN)
Crestview School (Layton, UT)
Crestview Youth Academy (Crestview, FL)
Crestview Youth Academy (Non Secure) (Crestview, FL)
Crestwood Christian Academy (Tyrone, GA)
Crestwood Country Day School (Melville, NY)
Crestwood Elem School (Paris, IL)
Crestwood Elem. (St Louis, MO)
Crestwood Elementary School (Elyria, OH)
Crestwood Elementary School (Tampa, FL)
Crestwood High (Sumter, SC)
Crestwood High School (Cresco, IA)
Crestwood High School (Dearborn Heights, MI)
Crestwood High School (Mantua, OH)
Crestwood Middle School (Grand Rapids, MI)
Crestwood Secondary Campus (Mountain Top, PA)
Creswell High School (Creswell, OR)
Crete High School (Crete, NE)
Crete-Monee High School (Crete, IL)
Crete-Monee Middle School (University Park, IL)
Crim Primary School (Bridgewater, NJ)
Crimson Cliffs High (Washington, UT)
Crimson Point Elementary School (Kuna, ID)
Crimson View School (St George, UT)
Cripple Creek-Victor Junior-Senior High School (Cripple Creek, CO)
Crisfield Academy And High School (Crisfield, MD)
Crisp Academy (Cordele, GA)
Crisp County High School (Cordele, GA)
Crisp County Primary School (Cordele, GA)
Crispell Middle School (Pine Bush, NY)
Crispus Attucks Cs (York, PA)
Crispus Attucks High School (Indianapolis, IN)
Crissey Elementary School (Holland, OH)
Cristina (Amada) Martinez Martinez (Villalba, PR)
Cristo Rey Atlanta Jesuit High School (Atlanta, GA)
Cristo Rey Baton Rouge Franciscan High School (Baton Rouge, LA)
Cristo Rey Boston High School (Dorchester, MA)
Cristo Rey Columbus High School (Columbus, OH)
Cristo Rey Dallas College Prep (Dallas, TX)
Cristo Rey De La Salle East Bay High School (Oakland, CA)
Cristo Rey Fort Worth College Prep (Fort Worth, TX)
Cristo Rey High School (Sacramento, CA)
Cristo Rey Jesuit High School (Baltimore, MD)
Cristo Rey Jesuit High School Twin Cities (Minneapolis, MN)
Cristo Rey Jesuit Milwaukee High School (Milwaukee, WI)
Cristo Rey Kansas City (Kansas City, MO)
Cristo Rey New York High School (New York, NY)
Cristo Rey Oklahoma City Catholic High School Inc (Oklahoma City, OK)
Cristo Rey Philadelphia High School (Philadelphia, PA)
Cristo Rey Richmond High School (Richmond, VA)
Cristo Rey San Diego High School (San Diego, CA)
Cristo Rey San Jose Jesuit High School (San Jose, CA)
Cristo Rey St. Viator (North Las Vegas, NV)
Cristo Rey St. Viator Las Vegas College Preparator (North Las Vegas, NV)
Cristo Rey Tampa (Tampa, FL)
Cristobal Colon (Bayamon, PR)
Crittenden County Elementary School (Marion, KY)
Crittenden County High School (Marion, KY)
Crittenden County Middle School (Marion, KY)
Crittenden-Mt. Zion Elementary (Dry Ridge, KY)
Crittenton Treatment Center (Kansas City, MO)
Crivitz Elementary (Crivitz, WI)
Crivitz High (Crivitz, WI)
Croatan High (Newport, NC)
Crocker High (Crocker, MO)
Crocker/Riverside Elementary (Sacramento, CA)
Crockett Christian School (Maury City, TN)
Crockett County High School (Alamo, TN)
Crockett Echs (Austin, TX)
Crockett El (Corpus Christi, TX)
Crockett El (Houston, TX)
Crockett El (Weatherford, TX)
Crockett H S (Crockett, TX)
Crockett Middle (Amarillo, TX)
Crockett Middle (Odessa, TX)
Crockett Middle (Pecos, TX)
Crofton High School (Crofton, NE)
Crofton Meadows Elementary (Crofton, MD)
Crofton Middle (Gambrills, MD)
Crofton Woods Elementary (Crofton, MD)
Croissant Park Elementary School (Fort Lauderdale, FL)
Cromwell High School (Cromwell, CT)
Cromwell-Wright Secondary (Cromwell, MN)
Crook County High School (Prineville, OR)
Crooked Lake Elementary (Andover, MN)
Crooked Oak HS (Oklahoma City, OK)
Crooked Oak Ms (Oklahoma City, OK)
Crookshank Elementary School (St Augustine, FL)
Crookston Secondary (Crookston, MN)
Crooksville Elementary School (Crooksville, OH)
Crooksville High School (Crooksville, OH)
Croom High (Cheltenham, MD)
Crooms Academy Of Information Technology (Sanford, FL)
Crosby Crossroads Academy (Crosby, TX)
Crosby H S (Crosby, TX)
Crosby High School (Waterbury, CT)
Crosby Kindergarten Center (Crosby, TX)
Crosby-Ironton Secondary (Crosby, MN)
Crosbyton Secondary (Crosbyton, TX)
Cross Cnty High A New Tech Sch (Cherry Valley, AR)
Cross County High School (Stromsburg, NE)
Cross Creek Christian Academy (Olive Branch, MS)
Cross Creek Early College (Fayetteville, NC)
Cross Creek High School (Augusta, GA)
Cross Creek School (Pompano Beach, FL)
Cross High (Cross, SC)
Cross Hill Academy (Yonkers, NY)
Cross Keys High School (Brookhaven, GA)
Cross Lanes Christian School (Cross Lanes, WV)
Cross Plains H S (Cross Plains, TX)
Cross Roads H S (Malakoff, TX)
Cross Roads J H (Malakoff, TX)
Cross Timbers El (Azle, TX)
Cross Timbers Es (Edmond, OK)
Cross Trainers Academy (Milwaukee, WI)
Crossan Kennedy C Sch (Philadelphia, PA)
Crossett High School (Crossett, AR)
Crossett Middle School (Crossett, AR)
Crosshill Christian School (Turner, OR)
Crossing National, Inc (Goshen, IN)
Crossings Christian School (Oklahoma City, OK)
Crosslake Community High School (Crosslake, MN)
Crossland High (Temple Hills, MD)
Crosspoint (Bremerton, WA)
Crosspoint Christian School (Klamath Falls, OR)
Crosspoint Christian School (Villa Ridge, MO)
Crosspointe Academy (Fort Myers, FL)
Crosspointe Academy, Inc. (Fort Myers, FL)
Crosspointe Christian Academy (Indianapolis, IN)
Crosspointe Preparatory (Searcy, AR)
Crossroad Academy (Fort Wayne, IN)
Crossroad Academy (Quincy, FL)
Crossroad Learning Center (Jacksonville, IL)
Crossroads (Houston, TX)
Crossroads Academy (Belle Glade, FL)
Crossroads Academy (Decorah, IA)
Crossroads Academy (Ocala, FL)
Crossroads Academy (Uvalde, TX)
Crossroads Alternative Education Center (Los Banos, CA)
Crossroads Alternative High School (Grand Rapids, MI)
Crossroads Area Learning Center (Finlayson, MN)
Crossroads Center (Baltimore, MD)
Crossroads Charter (Hanford, CA)
Crossroads Charter Academy 712 (Big Rapids, MI)
Crossroads Charter Academy K6 (Big Rapids, MI)
Crossroads Christian Academy (Blackshear, GA)
Crossroads Christian Academy (Circleville, OH)
Crossroads Christian Academy (Fort Worth, TX)
Crossroads Christian School (Henderson, NC)
Crossroads Christian School (Pelham, NH)
Crossroads Christian School Arlington (Jacksonville, FL)
Crossroads College Preparatory School (Saint Louis, MO)
Crossroads Connect Academy (Victoria, TX)
Crossroads Elementary (Norfolk, VA)
Crossroads Elementary School (Gulfport, MS)
Crossroads Elementary School (Owingsville, KY)
Crossroads Flex (Cary, NC)
Crossroads H S (Burleson, TX)
Crossroads H S (Copperas Cove, TX)
Crossroads High (Alternative) (Newark, CA)
Crossroads High (Concord, CA)
Crossroads High School (Granite Falls, WA)
Crossroads Hope Academy (Punta Gorda, FL)
Crossroads Intermediate (Columbia, SC)
Crossroads Middle School (Westminster, MD)
Crossroads Preparatory Academy (Kansas City, MO)
Crossroads Private Academic Boys School (Farrell, PA)
Crossroads School (Anoka, MN)
Crossroads School (Hoover, AL)
Crossroads School (Longmont, CO)
Crossroads School For Arts & Sciences (Santa Monica, CA)
Crossroads Treatment Center (Elizabethtown, KY)
Crosstimbers Academy (Weatherford, TX)
Crossville High School (Crossville, AL)
Crossville Middle School (Crossville, AL)
Crosswell Elementary (Easley, SC)
Crosswinds Accelerated H S (Grand Prairie, TX)
Croswelllexington High School (Croswell, MI)
Crothers Elementary School (Warren, MI)
Crothersville Elementary School (Crothersville, IN)
Crothersville Jr-Sr High School (Crothersville, IN)
Croton Elementary School (Melbourne, FL)
Croton-Harmon High School (Croton On Hudson, NY)
Crotona International High School (Bronx, NY)
Crouch El (Grand Prairie, TX)
Crow Creek Reservation High School (Stephan, SD)
Crow Middle/High School (Eugene, OR)
Crow River Area Learning Center (Hutchinson, MN)
Crow Village Sam School (Chuathbaluk, AK)
Crowder Avts (Neosho, MO)
Crowder Es (Crowder, OK)
Crowder HS (Crowder, OK)
Crowell (Haverhill, MA)
Crowell School (Crowell, TX)
Crowley Alternative School (Crowley, TX)
Crowley County Elementary K-6 (Ordway, CO)
Crowley County Junior And Senior High School (Ordway, CO)
Crowley H S (Crowley, TX)
Crowley High School (Crowley, LA)
Crowley Ridge School (Dexter, MO)
Crowley'S Ridge Academy (Paragould, AR)
Crown Elem Comm Acd Fine Arts Ctr (Chicago, IL)
Crown Point Central School (Crown Point, NY)
Crown Point Elementary School (Jacksonville, FL)
Crown Point High School (Crown Point, IN)
Crown Point High School (Glendale, AZ)
Crownpoint High (Crownpoint, NM)
Croydon Village School (Croydon, NH)
Crozier (George W.) Middle (Inglewood, CA)
Cruhsd Academy (Fort Mohave, AZ)
Cruikshank School (Beaver, AK)
Crum Pre K-8 School (Crum, WV)
Crumly Chapel Elementary School (Birmingham, AL)
Crums Lane Elementary (Louisville, KY)
Crutchfield El (Sherman, TX)
Cryar Intermediate (Conroe, TX)
Crystal Boarding School (Navajo, NM)
Crystal City H S (Crystal City, TX)
Crystal City High (Crystal City, MO)
Crystal Lake Central High School (Crystal Lake, IL)
Crystal Lake Elementary School (Benzonia, MI)
Crystal Lake Elementary School (Stuart, FL)
Crystal Lake South High School (Crystal Lake, IL)
Crystal Lakes Elementary School (Boynton Beach, FL)
Crystal Lawns Elem School (Joliet, IL)
Crystal River High School (Crystal River, FL)
Crystal River Primary School (Crystal River, FL)
Crystal Springs High School (Crystal Springs, MS)
Crystal Springs Inc. (Assonet, MA)
Crystal Springs Middle School (Crystal Springs, MS)
Cs Academy (Chicago, IL)
Cs Academy College Prep (Chicago, IL)
Cs Brown High (Winton, NC)
Csi Charter School (Penacook, NH)
Csi High School For International Studies (Staten Island, NY)
Cstp-Civilian Student Training Program (North Little Rock, AR)
Ctc (Oakland, NJ)
Ctc Of Lackawanna County (Scranton, PA)
Ctd - Benson High School (Benson, AZ)
Ctd - Bisbee High School (Bisbee, AZ)
Ctd - Bowie High School (Bowie, AZ)
Ctd - Buena High School (Sierra Vista, AZ)
Ctd - Cochise College (Sierra Vista, AZ)
Ctd - Cochise Technology School (Willcox, AZ)
Ctd - Douglas High School (Douglas, AZ)
Ctd - Patagonia High School (Patagonia, AZ)
Ctd - San Simon High School (San Simon, AZ)
Ctd - St. David High School (Saint David, AZ)
Ctd - Tombstone High School (Tombstone, AZ)
Ctd - Valley Union High School (Elfrida, AZ)
Ctd - Willcox High School (Willcox, AZ)
Cte - 37 (Sioux Falls, SD)
Ctr. For Educ. Development (Kansas City, MO)
Cub Run Elem (Penn Laird, VA)
Cuba City Elementary (Cuba City, WI)
Cuba City High (Cuba City, WI)
Cuba High (Cuba, MO)
Cuba High (Cuba, NM)
Cuba Mennonite School (Harlan, IN)
Cuba Middle School (Cuba, IL)
Cuba Sr High School (Cuba, IL)
Cuba-Rushford High School (Cuba, NY)
Cucamonga Elementary (Rancho Cucamonga, CA)
Cucamonga Middle (Rancho Cucamonga, CA)
Cudahy High (Cudahy, WI)
Cudahy Middle (Cudahy, WI)
Cuero H S (Cuero, TX)
Cuero J H (Cuero, TX)
Culbertson Christian Day School (Chambersburg, PA)
Culbertson High School (Culbertson, MT)
Culbertson Mennonite School (Chambersburg, PA)
Culdesac School (Culdesac, ID)
Culleoka Unit School (Culleoka, TN)
Culley Paul E Es (Las Vegas, NV)
Cullman Area Resource Education (Cullman, AL)
Cullman Area Technology Academy (Cullman, AL)
Cullman Child Development Center (Cullman, AL)
Cullman Christian School (Cullman, AL)
Cullman City Career Tech (Cullman, AL)
Cullman City Primary School (Cullman, AL)
Cullman Community Comprehensive Learning Center (Cullman, AL)
Cullman High School (Cullman, AL)
Culpeper County High (Culpeper, VA)
Cultural Academy For The Arts And Sciences (Brooklyn, NY)
Culver Academies (Culver, IN)
Culver City High (Culver City, CA)
Culver City Unified School District Iacademy (Culver City, CA)
Culver Community Middle/High Sch (Culver, IN)
Culver Elementary School (Culver, IN)
Culver Family Learning Center (Evansville, IN)
Culver High School (Culver, OR)
Culver Park High (Culver City, CA)
Cumberland Academy 6-12 Virtual School (Fayetteville, NC)
Cumberland Academy Of Georgia (Atlanta, GA)
Cumberland Campus (Bridgeton, NJ)
Cumberland Chinese School (San Francisco, CA)
Cumberland Christian Academy (Knoxville, TN)
Cumberland Christian Academy (Powder Springs, GA)
Cumberland County Elementary School (Burkesville, KY)
Cumberland County High School (Burkesville, KY)
Cumberland County High School (Crossville, TN)
Cumberland County Technical Education Center (Millville, NJ)
Cumberland Elem (Cumberland, VA)
Cumberland Elementary (Sunnyvale, CA)
Cumberland Elementary School (Cumberland, KY)
Cumberland Gap High School (Cumberland Gap, TN)
Cumberland H S (Tyler, TX)
Cumberland Hall School (Hopkinsville, KY)
Cumberland High (Cumberland, VA)
Cumberland High (Cumberland, WI)
Cumberland High School (Cumberland, RI)
Cumberland High School (Toledo, IL)
Cumberland International Early College (Fayetteville, NC)
Cumberland Perry Avts (Mechanicsburg, PA)
Cumberland Regional High School (Bridgeton, NJ)
Cumberland Regional School (Vineland, NJ)
Cumberland Technical College (Pineville, KY)
Cumberland Valley Christian School (Chambersburg, PA)
Cumberland Valley HS (Mechanicsburg, PA)
Cumby El (Cumby, TX)
Cumby H S (Cumby, TX)
Cumru El Sch (Shillington, PA)
Cunae International School (The Woodlands, TX)
Cunniff (Watertown, MA)
Cunningham Creek Elementary School (Saint Johns, FL)
Cunningham El (Houston, TX)
Cunningham High (Cunningham, KS)
Cunningham Middle (Houston, TX)
Cunningham Middle At South Park (Corpus Christi, TX)
Cunningham School (Pawtucket, RI)
Cupertino High (Cupertino, CA)
Cupertino Middle (Sunnyvale, CA)
Curie Metropolitan High School (Chicago, IL)
Curiel School (Eloy, AZ)
Curlew Elem & High School (Curlew, WA)
Curran Middle (Bakersfield, CA)
Curren Elementary (Oxnard, CA)
Current River Career Center (Doniphan, MO)
Current River School (Doniphan, MO)
Currey Ingram Academy (Brentwood, TN)
Currituck County High (Barco, NC)
Curry Elementary School (Jasper, AL)
Curry High School (Jasper, AL)
Curtis Baptist School (Pk-12) (Augusta, GA)
Curtis El (Weatherford, TX)
Curtis Fundamental Elementary (Dunedin, FL)
Curtis High School (Staten Island, NY)
Curtis Junior High (University Place, WA)
Curtis Middle School (Wichita, KS)
Curtis Senior High (University Place, WA)
Curtis-Tufts (Medford, MA)
Curtsinger El (Frisco, TX)
Curvin-Mccabe School (Pawtucket, RI)
Curwensville Area Jshs (Curwensville, PA)
Cushing Elementary (Delafield, WI)
Cushing HS (Cushing, OK)
Cushing School (Cushing, TX)
Cushing Upper Es (Cushing, OK)
Cushman School (Miami, FL)
Cusick Jr Sr High School (Cusick, WA)
Custer City Private School (Custer City, PA)
Custer Co District High (Miles City, MT)
Custer County High School (Westcliffe, CO)
Custer Elem (Custer, WA)
Custer High School - 01 (Custer, SD)
Custer High School (Custer, MT)
Customized Alternative Solutions Fo (Rosemount, MN)
Cut Bank High School (Cut Bank, MT)
Cutchins Program (Northampton, MA)
Cuthbertson High (Waxhaw, NC)
Cuthbertson Middle (Waxhaw, NC)
Cutler Bay Senior High School (Cutler Bay, FL)
Cutler-Orosi Community Day (Cutler, CA)
Cutter-Morning Star Elem. Sch. (Hot Springs, AR)
Cutter-Morning Star High Sch. (Hot Springs, AR)
Cuttingedge Learning Academy Inc. (Riverview, FL)
Cuyahoga Falls High School (Cuyahoga Falls, OH)
Cuyahoga Hts Elementary School (Cuyahoga Heights, OH)
Cuyahoga Hts High School (Cuyahoga Heights, OH)
Cuyahoga Valley Career Center (Brecksville, OH)
Cuyama Valley High (New Cuyama, CA)
Cvit - Central Campus Cac Aravaipa (Winkelman, AZ)
Cvit - Central Campus Eac Gila Pueblo (Superior, AZ)
Cvit - Globe High School (Globe, AZ)
Cvit - Hayden High School (Winkelman, AZ)
Cvit - Miami High School (Miami, AZ)
Cvit - Ray High School (Kearny, AZ)
Cvit - San Carlos High School (Peridot, AZ)
Cvit - Superior High School (Superior, AZ)
Cvsd Open Doors Programs (Spokane Valley, WA)
Cvsec Step (Faribault, MN)
Cw Neff Early Childhood And Kindergarten Center (Grand Ledge, MI)
Cy-Fair H S (Cypress, TX)
Cyber Academy Of South Carolina (Greenville, SC)
Cyber Village Academy (Saint Paul, MN)
Cyberarts Studio Academy (Brooklyn, NY)
Cyberlynx Correspondence Program (Nenana, AK)
Cynthia Heights Elementary School (Evansville, IN)
Cypress Bay High School (Weston, FL)
Cypress Christian School (Houston, TX)
Cypress Creek H S (Houston, TX)
Cypress Creek High (Orlando, FL)
Cypress Creek High School (Wesley Chapel, FL)
Cypress Creek Treatment Center (Lecanto, FL)
Cypress Elementary (Newbury Park, CA)
Cypress Falls H S (Houston, TX)
Cypress High (Cypress, CA)
Cypress High School (Mansfield, OH)
